Unnamed: 0,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,Énergie produite annuelle (kWh / m2 de panneau)
301,"V71 - La Véloire, de Paray-le-Monial à Roanne",https://www.af3v.org/les-voies-vertes/voies/295-la-veloire-de-paray-le-monial-a-roanne,PARAY LE MONIAL,ROANNE,"57,5km",Voie verte lisse,Voie ferrée et chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.02742002469148,46.033499999999975,4.108775,46.455469&crs=EPSG:4326","('4.02742002469148', '46.033499999999975')","('4.108775', '46.455469')","(4.06809751234574, 46.244484499999984)",249.66
302,"V51 - Tour de Bourgogne / Canal de Bourgogne, de Pouilly-en-A. à Dijon",https://www.af3v.org/les-voies-vertes/voies/553-v51-tour-de-bourgogne-canal-de-bourgogne-de-pouilly-en-a-a-dijon,POUILLY EN AUXOIS,DIJON,"58,2km",Voie verte lisse,Chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.554332,47.166529,5.027152,47.338332&crs=EPSG:4326","('4.554332', '47.166529')","('5.027152', '47.338332')","(4.790742, 47.2524305)",249.35
303,"V63 - Vallée de l'Isère, de Grenoble à St-Marcellin",https://www.af3v.org/les-voies-vertes/voies/161-v63-vallee-de-l-isere-de-grenoble-a-st-marcellin,GRENOBLE,ST MARCELLIN,"58,4km",Voie verte lisse,Voie verte 32 km ; voies partagées 20 km,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.329657,45.12555999999998,5.719838,45.30333799999999&crs=EPSG:4326","('5.329657', '45.12555999999998')","('5.719838', '45.30333799999999')","(5.5247475, 45.21444899999999)",253.94
304,"V51 - Tour de Bourgogne / Canal de Bourgogne, de Tonnerre à Montbard",https://www.af3v.org/les-voies-vertes/voies/558-v51-tour-de-bourgogne-canal-de-bourgogne-de-tonnerre-a-montbard,TONNERRE,MONTBARD,"58,7km",Voie verte lisse,Chemin de halage,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.975101,47.620106,4.336478,47.865515&crs=EPSG:4326","('3.975101', '47.620106')","('4.336478', '47.865515')","(4.1557895, 47.742810500000004)",274.6
305,"EV4 - La Vélomaritime, de Calais à Dunkerque",https://www.af3v.org/les-voies-vertes/voies/684-la-velomaritime-de-calais-a-dunkerque,CALAIS,DUNKERQUE,"59,2km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.8505494739432202,50.94931519758389,2.371479479483113,51.029396534996984&crs=EPSG:4326","('1.8505494739432202', '50.94931519758389')","('2.371479479483113', '51.029396534996984')","(2.1110144767131667, 50.98935586629044)",266.39
306,"EV6 - Voie Verte du canal du Rhône au Rhin, de Baume-les-Dames à Montbéliard",https://www.af3v.org/les-voies-vertes/voies/181-ev6-voie-verte-du-canal-du-rhone-au-rhin-de-baume-les-dames-a-montbeliard,BAUME LES DAMES,MONTBELIARD,"60,0km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.361702,47.341175,6.833797,47.505491&crs=EPSG:4326","('6.361702', '47.341175')","('6.833797', '47.505491')","(6.5977495, 47.423333)",253.33
307,"V73 - Via Fluvia, d’Yssingeaux à Bourg-Argental",https://www.af3v.org/les-voies-vertes/voies/196-via-fluvia-d-yssingeaux-a-bourg-argental,YSSINGEAUX,BOURG ST ANDEOL,"60,5km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.109117026794755,45.142134000000006,4.573829268582798,45.29293086252711&crs=EPSG:4326","('4.109117026794755', '45.142134000000006')","('4.573829268582798', '45.29293086252711')","(4.3414731476887765, 45.21753243126356)",257.89
308,"EV1 - La Vélodyssée, de Mimizan à Vieux-Boucau",https://www.af3v.org/les-voies-vertes/voies/657-ev1-la-velodyssee-de-mimizan-a-vieux-boucau,MIMIZAN,VIEUX BOUCAU LES BAINS,"60,6km",Voie verte lisse,Sentier,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.395354,43.786106,-1.2831349999999997,44.204242008568755&crs=EPSG:4326","('-1.395354', '43.786106')","('-1.2831349999999997', '44.204242008568755')","(-1.3392445, 43.99517400428438)",272.16
309,"EV8 -EV17b - Méditerranée à Vélo / EV17b : ViaRhôna, de Sète à Aigues-Mortes",https://www.af3v.org/les-voies-vertes/voies/375-mediterranee-a-velo-ev17b-viarhona-de-sete-a-aigues-mortes,SETE,AIGUES MORTES,"61,5km",Voie verte lisse,Piste,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.6971220000000002,43.40172899999998,4.19024944668225,43.56918361641691&crs=EPSG:4326","('3.6971220000000002', '43.40172899999998')","('4.19024944668225', '43.56918361641691')","(3.943685723341125, 43.48545630820844)",253.01
310,"EV17 - ViaRhôna, de Brégnier-Cordon à Lagnieu",https://www.af3v.org/les-voies-vertes/voies/235-ev17-viarhona-de-bregnier-cordon-a-lagnieu,BREGNIER CORDON,LAGNIEU,"62,6km",Voie verte lisse,Voie verte : 75% ; voie partagée : 25%,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.3472983923633235,45.63680999999998,5.6480031041279,45.885781&crs=EPSG:4326","('5.3472983923633235', '45.63680999999998')","('5.6480031041279', '45.885781')","(5.497650748245611, 45.76129549999999)",253.62
311,"EV17 - ViaRhôna, de Givors à St Vallier",https://www.af3v.org/les-voies-vertes/voies/365-ev17-viarhona-de-givors-a-st-vallier,GIVORS,ST VALLIER,"62,7km",Voie verte lisse,Voies vertes 75% ;   voies partagées 25%,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.737478,45.184501999999995,4.871715000000001,45.580786&crs=EPSG:4326","('4.737478', '45.184501999999995')","('4.871715000000001', '45.580786')","(4.804596500000001, 45.382644)",252.4
312,"V51 - Voie verte du Canal du Nivernais, de Clamecy à Auxerre",https://www.af3v.org/les-voies-vertes/voies/45-v51-voie-verte-du-canal-du-nivernais-de-clamecy-a-auxerre,CLAMECY,AUXERRE,"62,9km",Voie verte lisse,chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.510411,47.459907,3.686256,47.795410999999994&crs=EPSG:4326","('3.510411', '47.459907')","('3.686256', '47.795410999999994')","(3.5983335, 47.627658999999994)",283.13
313,"EV17 - ViaRhôna, de Valence à Montélimar",https://www.af3v.org/les-voies-vertes/voies/360-ev17-viarhona-de-valence-a-montelimar,VALENCE,MONTELIMAR,"63,4km",Voie verte lisse,Véloroute 70% voie verte 30% voie partagée,"enduit de Valence à La Voulte, enrobé de La Voult","https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.705351,44.554034,4.886903412965081,44.931157820156095&crs=EPSG:4326","('4.705351', '44.554034')","('4.886903412965081', '44.931157820156095')","(4.796127206482541, 44.74259591007805)",253.62
314,"V62 - Combe de Savoie, d'Annecy à Albertville",https://www.af3v.org/les-voies-vertes/voies/154-v62-combe-de-savoie-d-annecy-a-albertville,ANNECY,ALBERTVILLE,"63,9km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.129038469337125,45.67619798898059,6.423432000000001,45.905933&crs=EPSG:4326","('6.129038469337125', '45.67619798898059')","('6.423432000000001', '45.905933')","(6.2762352346685635, 45.7910654944903)",249.67
315,Voie Verte de Bordeaux à Lacanau-Océan,https://www.af3v.org/les-voies-vertes/voies/18-voie-verte-de-bordeaux-a-lacanau-ocean,BORDEAUX,LACANAU,"68,4km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.182594,44.836909,-0.563394,45.00764&crs=EPSG:4326","('-1.182594', '44.836909')","('-0.563394', '45.00764')","(-0.8729939999999999, 44.9222745)",275.51
316,V61 - Véloroute du Léman au Mont-Blanc : de Genève à Sallanches,https://www.af3v.org/les-voies-vertes/voies/356-v61-veloroute-du-leman-au-mont-blanc-de-geneve-a-sallanches,ANNEMASSE,SALLANCHES,"68,9km",Voie verte lisse,Rivière,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.168443513234859,45.930746,6.641817999999999,46.20405899999998&crs=EPSG:4326","('6.168443513234859', '45.930746')","('6.641817999999999', '46.20405899999998')","(6.405130756617429, 46.067402499999986)",249.07
317,"Le Canal des deux mers à vélo (V80), en Tarn-et-Garonne de Lamagistère à Pompignan",https://www.af3v.org/les-voies-vertes/voies/197-le-canal-des-deux-mers-a-velo-v80-en-tarn-et-garonne-de-lamagistere-a-pompignan,POMPIGNAN,LAMAGISTERE,"72,4km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.7006360000000001,43.828196,1.300507,44.16496699999998&crs=EPSG:4326","('0.7006360000000001', '43.828196')","('1.300507', '44.16496699999998')","(1.0005715000000002, 43.99658149999999)",265.47
318,Véloroute Tour du Bassin d’Arcachon (EV1 Vélodyssée),https://www.af3v.org/les-voies-vertes/voies/68-veloroute-tour-du-bassin-d-arcachon-ev1-velodyssee,LEGE CAP FERRET,LA TESTE DE BUCH,"72,5km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.249077,44.609218,-0.959302,44.78276&crs=EPSG:4326","('-1.249077', '44.609218')","('-0.959302', '44.78276')","(-1.1041895, 44.695989)",274.59
319,Véloroute du Lin,https://www.af3v.org/les-voies-vertes/voies/522-veloroute-du-lin,HAUTOT SUR MER,ST PIERRE LE VIGER,"73,6km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.3730609999999999,49.72944699999998,1.062562,49.916843&crs=EPSG:4326","('0.3730609999999999', '49.72944699999998')","('1.062562', '49.916843')","(0.7178114999999999, 49.82314499999999)",270.66
320,Piste des forts,https://www.af3v.org/les-voies-vertes/voies/752-piste-des-forts,KILSTETT,FEGERSHEIM,"85,7km",Voie verte lisse,Piste cyclable,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.659201,48.491157,7.85613,48.655862&crs=EPSG:4326","('7.659201', '48.491157')","('7.85613', '48.655862')","(7.7576655, 48.5735095)",254.83
